Arc3,AssistPts,AtRim,Corner3,LongMidRange,ShortMidRange,source,target,value,Season,teamId,Team,sourceName,targetName
0,30,12,0,3,0,2570,200765,15,2008-09,1610612738,Celtics,Kendrick Perkins,Rajon Rondo
0,4,2,0,0,0,2570,200796,2,2008-09,1610612738,Celtics,Kendrick Perkins,Leon Powe
0,6,1,0,1,1,2570,201175,3,2008-09,1610612738,Celtics,Kendrick Perkins,Glen Davis
0,4,1,0,0,1,2754,200753,2,2008-09,1610612738,Celtics,Tony Allen,Patrick O'Bryant
0,6,3,0,0,0,2754,200765,3,2008-09,1610612738,Celtics,Tony Allen,Rajon Rondo
0,24,11,0,0,1,2754,200796,12,2008-09,1610612738,Celtics,Tony Allen,Leon Powe
0,19,4,1,3,1,2754,201175,9,2008-09,1610612738,Celtics,Tony Allen,Glen Davis
0,4,2,0,0,0,2754,201611,2,2008-09,1610612738,Celtics,Tony Allen,Henry Walker
1,5,1,0,0,0,200796,201172,2,2008-09,1610612738,Celtics,Leon Powe,Gabe Pruitt
1,3,0,0,0,0,201175,201172,1,2008-09,1610612738,Celtics,Glen Davis,Gabe Pruitt
0,3,0,1,0,0,951,201172,1,2008-09,1610612738,Celtics,Ray Allen,Gabe Pruitt
0,2,1,0,0,0,200753,200796,1,2008-09,1610612738,Celtics,Patrick O'Bryant,Leon Powe
0,2,1,0,0,0,200753,201172,1,2008-09,1610612738,Celtics,Patrick O'Bryant,Gabe Pruitt
0,4,2,0,0,0,200753,201611,2,2008-09,1610612738,Celtics,Patrick O'Bryant,Henry Walker
0,38,18,0,0,1,200765,200796,19,2008-09,1610612738,Celtics,Rajon Rondo,Leon Powe
0,86,21,0,20,2,200765,201175,43,2008-09,1610612738,Celtics,Rajon Rondo,Glen Davis
0,6,3,0,0,0,200765,201611,3,2008-09,1610612738,Celtics,Rajon Rondo,Henry Walker
0,2,1,0,0,0,200796,200765,1,2008-09,1610612738,Celtics,Leon Powe,Rajon Rondo
0,10,4,0,1,0,200796,201175,5,2008-09,1610612738,Celtics,Leon Powe,Glen Davis
0,4,1,0,1,0,201172,200753,2,2008-09,1610612738,Celtics,Gabe Pruitt,Patrick O'Bryant
0,10,5,0,0,0,201172,200796,5,2008-09,1610612738,Celtics,Gabe Pruitt,Leon Powe
0,12,2,0,4,0,201172,201175,6,2008-09,1610612738,Celtics,Gabe Pruitt,Glen Davis
0,2,1,0,0,0,201172,201592,1,2008-09,1610612738,Celtics,Gabe Pruitt,J.R. Giddens
0,14,5,0,2,0,201172,201611,7,2008-09,1610612738,Celtics,Gabe Pruitt,Henry Walker
0,10,3,0,2,0,201175,200765,5,2008-09,1610612738,Celtics,Glen Davis,Rajon Rondo
0,16,8,0,0,0,201175,200796,8,2008-09,1610612738,Celtics,Glen Davis,Leon Powe
0,4,2,0,0,0,201611,200796,2,2008-09,1610612738,Celtics,Henry Walker,Leon Powe
0,3,0,1,0,0,201611,201172,1,2008-09,1610612738,Celtics,Henry Walker,Gabe Pruitt
0,4,0,0,1,1,2243,1718,2,2008-09,1610612738,Celtics,Brian Scalabrine,Paul Pierce
0,2,0,0,0,1,2067,2570,1,2008-09,1610612738,Celtics,Eddie House,Kendrick Perkins
0,2,0,0,1,0,1630,201175,1,2008-09,1610612738,Celtics,Mikki Moore,Glen Davis
0,2,0,0,1,0,1718,201611,1,2008-09,1610612738,Celtics,Paul Pierce,Henry Walker
0,2,0,0,1,0,201172,2243,1,2008-09,1610612738,Celtics,Gabe Pruitt,Brian Scalabrine
0,2,0,0,1,0,2067,200753,1,2008-09,1610612738,Celtics,Eddie House,Patrick O'Bryant
0,4,0,0,2,0,2243,201175,2,2008-09,1610612738,Celtics,Brian Scalabrine,Glen Davis
0,2,0,0,1,0,200753,201175,1,2008-09,1610612738,Celtics,Patrick O'Bryant,Glen Davis
0,2,0,0,1,0,200796,200753,1,2008-09,1610612738,Celtics,Leon Powe,Patrick O'Bryant
0,4,0,0,2,0,200796,201611,2,2008-09,1610612738,Celtics,Leon Powe,Henry Walker
0,2,0,0,1,0,201175,201611,1,2008-09,1610612738,Celtics,Glen Davis,Henry Walker
0,2,0,0,1,0,201611,201592,1,2008-09,1610612738,Celtics,Henry Walker,J.R. Giddens
2,15,2,1,1,0,208,951,6,2007-08,1610612738,Celtics,Sam Cassell,Ray Allen
2,14,0,2,1,0,708,208,5,2007-08,1610612738,Celtics,Kevin Garnett,Sam Cassell
8,73,11,5,3,3,708,951,30,2007-08,1610612738,Celtics,Kevin Garnett,Ray Allen
2,8,0,0,1,0,136,2067,3,2007-08,1610612738,Celtics,P.J. Brown,Eddie House
0,2,1,0,0,0,136,708,1,2007-08,1610612738,Celtics,P.J. Brown,Kevin Garnett
1,3,0,0,0,0,1513,951,1,2007-08,1610612738,Celtics,Scot Pollard,Ray Allen
28,167,15,11,10,0,1718,951,64,2007-08,1610612738,Celtics,Paul Pierce,Ray Allen
1,9,0,0,3,0,1899,208,4,2007-08,1610612738,Celtics,James Posey,Sam Cassell
2,28,1,4,3,1,1899,951,11,2007-08,1610612738,Celtics,James Posey,Ray Allen
5,72,6,7,11,1,2067,951,30,2007-08,1610612738,Celtics,Eddie House,Ray Allen
1,3,0,0,0,0,208,1718,1,2007-08,1610612738,Celtics,Sam Cassell,Paul Pierce
3,12,0,1,0,0,208,1899,4,2007-08,1610612738,Celtics,Sam Cassell,James Posey
2,15,0,1,3,0,208,2067,6,2007-08,1610612738,Celtics,Sam Cassell,Eddie House
0,14,2,0,3,2,208,708,7,2007-08,1610612738,Celtics,Sam Cassell,Kevin Garnett
3,13,1,0,1,0,2243,951,5,2007-08,1610612738,Celtics,Brian Scalabrine,Ray Allen
2,20,2,2,2,0,2570,951,8,2007-08,1610612738,Celtics,Kendrick Perkins,Ray Allen
5,22,1,1,1,0,2754,951,8,2007-08,1610612738,Celtics,Tony Allen,Ray Allen
23,140,19,3,7,5,708,1718,57,2007-08,1610612738,Celtics,Kevin Garnett,Paul Pierce
7,34,5,1,0,0,708,1899,13,2007-08,1610612738,Celtics,Kevin Garnett,James Posey
9,66,2,9,4,0,708,2067,24,2007-08,1610612738,Celtics,Kevin Garnett,Eddie House
1,3,0,0,0,0,708,2243,1,2007-08,1610612738,Celtics,Kevin Garnett,Brian Scalabrine
1,30,9,1,2,1,708,2754,14,2007-08,1610612738,Celtics,Kevin Garnett,Tony Allen
16,89,9,3,7,0,951,1718,35,2007-08,1610612738,Celtics,Ray Allen,Paul Pierce
10,47,6,1,1,0,951,1899,18,2007-08,1610612738,Celtics,Ray Allen,James Posey
7,52,0,9,2,0,951,2067,18,2007-08,1610612738,Celtics,Ray Allen,Eddie House
2,23,4,1,1,2,951,2754,10,2007-08,1610612738,Celtics,Ray Allen,Tony Allen
0,146,17,0,35,21,951,708,73,2007-08,1610612738,Celtics,Ray Allen,Kevin Garnett
0,2,1,0,0,0,136,2754,1,2007-08,1610612738,Celtics,P.J. Brown,Tony Allen
16,84,8,6,0,1,1718,1899,31,2007-08,1610612738,Celtics,Paul Pierce,James Posey
7,66,0,7,12,0,1718,2067,26,2007-08,1610612738,Celtics,Paul Pierce,Eddie House
3,34,8,1,2,1,1718,2754,15,2007-08,1610612738,Celtics,Paul Pierce,Tony Allen
0,216,45,0,50,13,1718,708,108,2007-08,1610612738,Celtics,Paul Pierce,Kevin Garnett
7,39,5,0,4,0,1899,1718,16,2007-08,1610612738,Celtics,James Posey,Paul Pierce
15,95,1,8,12,0,1899,2067,36,2007-08,1610612738,Celtics,James Posey,Eddie House
1,37,12,0,3,2,1899,2754,18,2007-08,1610612738,Celtics,James Posey,Tony Allen
0,10,3,0,2,0,1899,708,5,2007-08,1610612738,Celtics,James Posey,Kevin Garnett
4,39,3,1,5,4,2067,1718,17,2007-08,1610612738,Celtics,Eddie House,Paul Pierce
7,49,10,2,1,0,2067,1899,20,2007-08,1610612738,Celtics,Eddie House,James Posey
0,32,6,0,5,5,2067,708,16,2007-08,1610612738,Celtics,Eddie House,Kevin Garnett
0,2,1,0,0,0,2243,136,1,2007-08,1610612738,Celtics,Brian Scalabrine,P.J. Brown
5,19,0,0,1,1,2243,1718,7,2007-08,1610612738,Celtics,Brian Scalabrine,Paul Pierce
5,22,0,1,2,0,2243,2067,8,2007-08,1610612738,Celtics,Brian Scalabrine,Eddie House
1,5,1,0,0,0,2243,2754,2,2007-08,1610612738,Celtics,Brian Scalabrine,Tony Allen
8,59,14,1,2,0,2570,1718,25,2007-08,1610612738,Celtics,Kendrick Perkins,Paul Pierce
2,6,0,0,0,0,2570,1899,2,2007-08,1610612738,Celtics,Kendrick Perkins,James Posey
2,8,1,0,0,0,2570,2067,3,2007-08,1610612738,Celtics,Kendrick Perkins,Eddie House
0,52,17,0,6,3,2570,708,26,2007-08,1610612738,Celtics,Kendrick Perkins,Kevin Garnett
0,2,1,0,0,0,2754,136,1,2007-08,1610612738,Celtics,Tony Allen,P.J. Brown
3,16,1,1,0,1,2754,1718,6,2007-08,1610612738,Celtics,Tony Allen,Paul Pierce
8,49,8,3,0,0,2754,1899,19,2007-08,1610612738,Celtics,Tony Allen,James Posey
6,48,0,4,7,2,2754,2067,19,2007-08,1610612738,Celtics,Tony Allen,Eddie House
3,20,0,3,0,1,2754,2243,7,2007-08,1610612738,Celtics,Tony Allen,Brian Scalabrine
0,28,10,0,3,1,2754,708,14,2007-08,1610612738,Celtics,Tony Allen,Kevin Garnett
0,6,2,0,0,1,708,1513,3,2007-08,1610612738,Celtics,Kevin Garnett,Scot Pollard
0,84,40,0,0,2,708,2570,42,2007-08,1610612738,Celtics,Kevin Garnett,Kendrick Perkins
0,2,1,0,0,0,951,1513,1,2007-08,1610612738,Celtics,Ray Allen,Scot Pollard
0,46,21,0,0,2,951,2570,23,2007-08,1610612738,Celtics,Ray Allen,Kendrick Perkins
0,8,3,0,0,1,1718,1513,4,2007-08,1610612738,Celtics,Paul Pierce,Scot Pollard
0,5,1,1,0,0,1718,2243,2,2007-08,1610612738,Celtics,Paul Pierce,Brian Scalabrine
0,76,30,0,1,7,1718,2570,38,2007-08,1610612738,Celtics,Paul Pierce,Kendrick Perkins
0,2,1,0,0,0,1899,2570,1,2007-08,1610612738,Celtics,James Posey,Kendrick Perkins
2,6,0,0,0,0,200765,208,2,2007-08,1610612738,Celtics,Rajon Rondo,Sam Cassell
39,286,20,17,30,9,200765,951,115,2007-08,1610612738,Celtics,Rajon Rondo,Ray Allen
1,8,1,1,0,0,200796,951,3,2007-08,1610612738,Celtics,Leon Powe,Ray Allen
0,8,3,0,1,0,2067,2243,4,2007-08,1610612738,Celtics,Eddie House,Brian Scalabrine
0,6,3,0,0,0,2067,2570,3,2007-08,1610612738,Celtics,Eddie House,Kendrick Perkins
0,36,3,4,6,3,2067,2754,16,2007-08,1610612738,Celtics,Eddie House,Tony Allen
0,7,2,1,0,0,2243,1899,3,2007-08,1610612738,Celtics,Brian Scalabrine,James Posey
0,4,2,0,0,0,2243,2570,2,2007-08,1610612738,Celtics,Brian Scalabrine,Kendrick Perkins
0,4,2,0,0,0,2570,2754,2,2007-08,1610612738,Celtics,Kendrick Perkins,Tony Allen
0,8,3,0,1,0,2754,2570,4,2007-08,1610612738,Celtics,Tony Allen,Kendrick Perkins
1,65,10,0,16,5,951,200765,32,2007-08,1610612738,Celtics,Ray Allen,Rajon Rondo
0,6,1,0,0,2,136,200796,3,2007-08,1610612738,Celtics,P.J. Brown,Leon Powe
1,3,0,0,0,0,1718,201172,1,2007-08,1610612738,Celtics,Paul Pierce,Gabe Pruitt
41,203,16,8,10,2,200765,1718,77,2007-08,1610612738,Celtics,Rajon Rondo,Paul Pierce
10,72,3,12,0,0,200765,1899,25,2007-08,1610612738,Celtics,Rajon Rondo,James Posey
1,19,0,4,2,0,200765,2067,7,2007-08,1610612738,Celtics,Rajon Rondo,Eddie House
2,15,1,1,1,1,200765,2243,6,2007-08,1610612738,Celtics,Rajon Rondo,Brian Scalabrine
0,214,30,0,65,12,200765,708,107,2007-08,1610612738,Celtics,Rajon Rondo,Kevin Garnett
4,18,2,0,1,0,200796,1899,7,2007-08,1610612738,Celtics,Leon Powe,James Posey
1,5,0,0,1,0,200796,2067,2,2007-08,1610612738,Celtics,Leon Powe,Eddie House
1,7,0,0,1,1,201175,1718,3,2007-08,1610612738,Celtics,Glen Davis,Paul Pierce
3,11,1,0,0,0,201175,1899,4,2007-08,1610612738,Celtics,Glen Davis,James Posey
3,21,2,2,1,0,201175,2067,8,2007-08,1610612738,Celtics,Glen Davis,Eddie House
1,7,1,0,1,0,201175,2243,3,2007-08,1610612738,Celtics,Glen Davis,Brian Scalabrine
0,6,3,0,0,0,201175,708,3,2007-08,1610612738,Celtics,Glen Davis,Kevin Garnett
0,4,1,0,1,0,201175,951,2,2007-08,1610612738,Celtics,Glen Davis,Ray Allen
0,6,3,0,0,0,208,200796,3,2007-08,1610612738,Celtics,Sam Cassell,Leon Powe
0,5,0,1,1,0,2570,208,2,2007-08,1610612738,Celtics,Kendrick Perkins,Sam Cassell
0,78,18,0,18,3,708,200765,39,2007-08,1610612738,Celtics,Kevin Garnett,Rajon Rondo
0,14,7,0,0,0,708,200796,7,2007-08,1610612738,Celtics,Kevin Garnett,Leon Powe
0,18,9,0,0,0,708,201175,9,2007-08,1610612738,Celtics,Kevin Garnett,Glen Davis
0,16,8,0,0,0,951,200796,8,2007-08,1610612738,Celtics,Ray Allen,Leon Powe
0,4,2,0,0,0,951,201175,2,2007-08,1610612738,Celtics,Ray Allen,Glen Davis
0,3,0,1,0,0,951,2243,1,2007-08,1610612738,Celtics,Ray Allen,Brian Scalabrine
0,3,0,1,0,0,1513,2243,1,2007-08,1610612738,Celtics,Scot Pollard,Brian Scalabrine
0,86,25,2,12,3,1718,200765,42,2007-08,1610612738,Celtics,Paul Pierce,Rajon Rondo
0,36,16,0,2,0,1718,200796,18,2007-08,1610612738,Celtics,Paul Pierce,Leon Powe
0,24,10,0,2,0,1718,201175,12,2007-08,1610612738,Celtics,Paul Pierce,Glen Davis
0,20,6,0,3,1,1899,200765,10,2007-08,1610612738,Celtics,James Posey,Rajon Rondo
0,8,3,0,0,1,1899,200796,4,2007-08,1610612738,Celtics,James Posey,Leon Powe
0,14,4,0,2,1,1899,201175,7,2007-08,1610612738,Celtics,James Posey,Glen Davis
0,66,31,0,0,2,200765,2570,33,2007-08,1610612738,Celtics,Rajon Rondo,Kendrick Perkins
0,18,6,2,0,0,200765,2754,8,2007-08,1610612738,Celtics,Rajon Rondo,Tony Allen
0,2,1,0,0,0,200796,2754,1,2007-08,1610612738,Celtics,Leon Powe,Tony Allen
0,7,1,1,1,0,201172,2067,3,2007-08,1610612738,Celtics,Gabe Pruitt,Eddie House
0,9,1,1,1,1,201172,2754,4,2007-08,1610612738,Celtics,Gabe Pruitt,Tony Allen
0,2,1,0,0,0,201175,2754,1,2007-08,1610612738,Celtics,Glen Davis,Tony Allen
0,2,1,0,0,0,2067,200765,1,2007-08,1610612738,Celtics,Eddie House,Rajon Rondo
0,46,18,0,1,4,2067,200796,23,2007-08,1610612738,Celtics,Eddie House,Leon Powe
0,34,14,0,3,0,2067,201175,17,2007-08,1610612738,Celtics,Eddie House,Glen Davis
0,8,1,0,3,0,2243,200765,4,2007-08,1610612738,Celtics,Brian Scalabrine,Rajon Rondo
0,4,2,0,0,0,2243,200796,2,2007-08,1610612738,Celtics,Brian Scalabrine,Leon Powe
0,5,1,1,0,0,2243,201172,2,2007-08,1610612738,Celtics,Brian Scalabrine,Gabe Pruitt
0,4,1,0,0,1,2243,201175,2,2007-08,1610612738,Celtics,Brian Scalabrine,Glen Davis
0,24,4,0,5,3,2570,200765,12,2007-08,1610612738,Celtics,Kendrick Perkins,Rajon Rondo
0,6,1,0,0,2,2570,200796,3,2007-08,1610612738,Celtics,Kendrick Perkins,Leon Powe
0,2,1,0,0,0,2570,201175,1,2007-08,1610612738,Celtics,Kendrick Perkins,Glen Davis
0,6,2,0,0,1,2754,200765,3,2007-08,1610612738,Celtics,Tony Allen,Rajon Rondo
0,40,19,0,1,0,2754,200796,20,2007-08,1610612738,Celtics,Tony Allen,Leon Powe
0,22,10,0,1,0,2754,201175,11,2007-08,1610612738,Celtics,Tony Allen,Glen Davis
0,20,9,0,1,0,200765,200796,10,2007-08,1610612738,Celtics,Rajon Rondo,Leon Powe
0,4,2,0,0,0,200765,201175,2,2007-08,1610612738,Celtics,Rajon Rondo,Glen Davis
0,4,1,0,1,0,200796,200765,2,2007-08,1610612738,Celtics,Leon Powe,Rajon Rondo
0,2,1,0,0,0,201172,200765,1,2007-08,1610612738,Celtics,Gabe Pruitt,Rajon Rondo
0,3,0,1,0,0,201172,2243,1,2007-08,1610612738,Celtics,Gabe Pruitt,Brian Scalabrine
0,2,1,0,0,0,201175,200796,1,2007-08,1610612738,Celtics,Glen Davis,Leon Powe
0,2,1,0,0,0,201175,201172,1,2007-08,1610612738,Celtics,Glen Davis,Gabe Pruitt
0,3,0,1,0,0,2754,201172,1,2007-08,1610612738,Celtics,Tony Allen,Gabe Pruitt
0,4,0,0,2,0,136,208,2,2007-08,1610612738,Celtics,P.J. Brown,Sam Cassell
0,6,0,0,3,0,208,136,3,2007-08,1610612738,Celtics,Sam Cassell,P.J. Brown
0,8,0,0,3,1,951,208,4,2007-08,1610612738,Celtics,Ray Allen,Sam Cassell
0,4,0,0,1,1,1718,136,2,2007-08,1610612738,Celtics,Paul Pierce,P.J. Brown
0,4,0,0,2,0,2067,208,2,2007-08,1610612738,Celtics,Eddie House,Sam Cassell
0,2,0,0,1,0,2243,208,1,2007-08,1610612738,Celtics,Brian Scalabrine,Sam Cassell
0,2,0,0,1,0,1513,2067,1,2007-08,1610612738,Celtics,Scot Pollard,Eddie House
0,2,0,0,1,0,1899,2243,1,2007-08,1610612738,Celtics,James Posey,Brian Scalabrine
0,4,0,0,0,2,2067,136,2,2007-08,1610612738,Celtics,Eddie House,P.J. Brown
0,2,0,0,0,1,2243,708,1,2007-08,1610612738,Celtics,Brian Scalabrine,Kevin Garnett
0,2,0,0,1,0,2754,1513,1,2007-08,1610612738,Celtics,Tony Allen,Scot Pollard
0,2,0,0,0,1,1899,1513,1,2007-08,1610612738,Celtics,James Posey,Scot Pollard
0,2,0,0,1,0,201172,951,1,2007-08,1610612738,Celtics,Gabe Pruitt,Ray Allen
0,4,0,0,2,0,201175,208,2,2007-08,1610612738,Celtics,Glen Davis,Sam Cassell
0,10,0,0,4,1,208,201175,5,2007-08,1610612738,Celtics,Sam Cassell,Glen Davis
0,2,0,0,1,0,2067,201172,1,2007-08,1610612738,Celtics,Eddie House,Gabe Pruitt
0,2,0,0,1,0,200765,201172,1,2007-08,1610612738,Celtics,Rajon Rondo,Gabe Pruitt
0,4,0,0,2,0,201172,200796,2,2007-08,1610612738,Celtics,Gabe Pruitt,Leon Powe
0,2,0,0,1,0,201172,201175,1,2007-08,1610612738,Celtics,Gabe Pruitt,Glen Davis
2,12,1,0,1,1,956,711,5,2006-07,1610612742,Mavericks,Erick Dampier,Jerry Stackhouse
1,5,0,0,1,0,1506,711,2,2006-07,1610612742,Mavericks,Austin Croshere,Jerry Stackhouse
3,33,2,0,9,1,1533,711,15,2006-07,1610612742,Mavericks,Anthony Johnson,Jerry Stackhouse
5,80,9,7,11,2,1717,711,34,2006-07,1610612742,Mavericks,Dirk Nowitzki,Jerry Stackhouse
2,10,0,0,2,0,1761,711,4,2006-07,1610612742,Mavericks,Greg Buckner,Jerry Stackhouse
12,94,11,6,9,0,1891,711,38,2006-07,1610612742,Mavericks,Jason Terry,Jerry Stackhouse
1,12,0,3,0,0,2205,711,4,2006-07,1610612742,Mavericks,DeSagana Diop,Jerry Stackhouse
3,31,4,2,3,1,2572,711,13,2006-07,1610612742,Mavericks,Josh Howard,Jerry Stackhouse
3,80,9,9,10,3,2734,711,34,2006-07,1610612742,Mavericks,Devin Harris,Jerry Stackhouse
8,91,13,1,12,7,711,1717,41,2006-07,1610612742,Mavericks,Jerry Stackhouse,Dirk Nowitzki
17,131,3,10,19,3,711,1891,52,2006-07,1610612742,Mavericks,Jerry Stackhouse,Jason Terry
6,41,1,5,2,1,711,1904,15,2006-07,1610612742,Mavericks,Jerry Stackhouse,Devean George
4,58,6,4,8,3,711,2572,25,2006-07,1610612742,Mavericks,Jerry Stackhouse,Josh Howard
1,31,5,2,5,1,711,2734,14,2006-07,1610612742,Mavericks,Jerry Stackhouse,Devin Harris
0,18,9,0,0,0,711,956,9,2006-07,1610612742,Mavericks,Jerry Stackhouse,Erick Dampier
1,5,1,0,0,0,956,1506,2,2006-07,1610612742,Mavericks,Erick Dampier,Austin Croshere
1,5,1,0,0,0,956,1761,2,2006-07,1610612742,Mavericks,Erick Dampier,Greg Buckner
3,23,0,0,6,1,956,1891,10,2006-07,1610612742,Mavericks,Erick Dampier,Jason Terry
1,3,0,0,0,0,956,1904,1,2006-07,1610612742,Mavericks,Erick Dampier,Devean George
1,16,2,1,2,1,956,2572,7,2006-07,1610612742,Mavericks,Erick Dampier,Josh Howard
1,13,2,0,1,2,956,2734,6,2006-07,1610612742,Mavericks,Erick Dampier,Devin Harris
1,5,0,0,1,0,1506,1717,2,2006-07,1610612742,Mavericks,Austin Croshere,Dirk Nowitzki
4,23,1,1,3,0,1506,1891,9,2006-07,1610612742,Mavericks,Austin Croshere,Jason Terry
1,13,3,0,2,0,1506,2572,6,2006-07,1610612742,Mavericks,Austin Croshere,Josh Howard
1,11,3,0,1,0,1506,2734,5,2006-07,1610612742,Mavericks,Austin Croshere,Devin Harris
0,6,2,0,0,1,1506,956,3,2006-07,1610612742,Mavericks,Austin Croshere,Erick Dampier
5,19,1,0,1,0,1533,1506,7,2006-07,1610612742,Mavericks,Anthony Johnson,Austin Croshere
1,19,2,0,5,1,1533,1717,9,2006-07,1610612742,Mavericks,Anthony Johnson,Dirk Nowitzki
1,20,2,3,2,0,1533,1761,8,2006-07,1610612742,Mavericks,Anthony Johnson,Greg Buckner
6,48,0,6,6,0,1533,1891,18,2006-07,1610612742,Mavericks,Anthony Johnson,Jason Terry
1,14,0,3,1,0,1533,1904,5,2006-07,1610612742,Mavericks,Anthony Johnson,Devean George
2,14,1,0,2,1,1533,2572,6,2006-07,1610612742,Mavericks,Anthony Johnson,Josh Howard
0,10,5,0,0,0,1533,956,5,2006-07,1610612742,Mavericks,Anthony Johnson,Erick Dampier
1,18,2,1,4,0,1717,1533,8,2006-07,1610612742,Mavericks,Dirk Nowitzki,Anthony Johnson
2,35,8,3,2,0,1717,1761,15,2006-07,1610612742,Mavericks,Dirk Nowitzki,Greg Buckner
20,170,5,22,14,3,1717,1891,64,2006-07,1610612742,Mavericks,Dirk Nowitzki,Jason Terry
2,33,4,3,2,3,1717,1904,14,2006-07,1610612742,Mavericks,Dirk Nowitzki,Devean George
8,109,17,1,14,10,1717,2572,50,2006-07,1610612742,Mavericks,Dirk Nowitzki,Josh Howard
1,76,25,1,9,1,1717,2734,37,2006-07,1610612742,Mavericks,Dirk Nowitzki,Devin Harris
0,2,1,0,0,0,1717,788,1,2006-07,1610612742,Mavericks,Dirk Nowitzki,Kevin Willis
0,58,23,0,0,6,1717,956,29,2006-07,1610612742,Mavericks,Dirk Nowitzki,Erick Dampier
2,11,1,1,0,0,1761,1506,4,2006-07,1610612742,Mavericks,Greg Buckner,Austin Croshere
1,11,1,2,0,0,1761,1533,4,2006-07,1610612742,Mavericks,Greg Buckner,Anthony Johnson
6,28,2,0,2,1,1761,1717,11,2006-07,1610612742,Mavericks,Greg Buckner,Dirk Nowitzki
4,41,1,5,5,1,1761,1891,16,2006-07,1610612742,Mavericks,Greg Buckner,Jason Terry
2,19,0,3,2,0,1761,1904,7,2006-07,1610612742,Mavericks,Greg Buckner,Devean George
1,29,4,2,4,2,1761,2572,13,2006-07,1610612742,Mavericks,Greg Buckner,Josh Howard
4,25,2,1,2,1,1891,1506,10,2006-07,1610612742,Mavericks,Jason Terry,Austin Croshere
2,16,2,0,3,0,1891,1533,7,2006-07,1610612742,Mavericks,Jason Terry,Anthony Johnson
22,302,26,2,78,11,1891,1717,139,2006-07,1610612742,Mavericks,Jason Terry,Dirk Nowitzki
2,37,10,1,1,3,1891,1761,17,2006-07,1610612742,Mavericks,Jason Terry,Greg Buckner
8,56,8,2,5,0,1891,1904,23,2006-07,1610612742,Mavericks,Jason Terry,Devean George
29,223,26,6,20,13,1891,2572,94,2006-07,1610612742,Mavericks,Jason Terry,Josh Howard
0,82,39,0,0,2,1891,956,41,2006-07,1610612742,Mavericks,Jason Terry,Erick Dampier
1,5,1,0,0,0,1904,1717,2,2006-07,1610612742,Mavericks,Devean George,Dirk Nowitzki
5,29,2,0,4,1,1904,1891,12,2006-07,1610612742,Mavericks,Devean George,Jason Terry
2,12,2,0,1,0,1904,2572,5,2006-07,1610612742,Mavericks,Devean George,Josh Howard
0,6,1,0,2,0,1904,711,3,2006-07,1610612742,Mavericks,Devean George,Jerry Stackhouse
0,6,2,0,0,1,1904,956,3,2006-07,1610612742,Mavericks,Devean George,Erick Dampier
1,13,1,0,3,1,2205,1717,6,2006-07,1610612742,Mavericks,DeSagana Diop,Dirk Nowitzki
2,16,3,0,2,0,2205,1761,7,2006-07,1610612742,Mavericks,DeSagana Diop,Greg Buckner
1,3,0,0,0,0,2205,2572,1,2006-07,1610612742,Mavericks,DeSagana Diop,Josh Howard
1,11,3,0,1,0,2205,2734,5,2006-07,1610612742,Mavericks,DeSagana Diop,Devin Harris
1,11,2,0,2,0,2572,1506,5,2006-07,1610612742,Mavericks,Josh Howard,Austin Croshere
3,86,3,1,29,5,2572,1717,41,2006-07,1610612742,Mavericks,Josh Howard,Dirk Nowitzki
1,3,0,0,0,0,2572,1761,1,2006-07,1610612742,Mavericks,Josh Howard,Greg Buckner
8,74,5,6,8,3,2572,1891,30,2006-07,1610612742,Mavericks,Josh Howard,Jason Terry
2,18,2,2,1,0,2572,1904,7,2006-07,1610612742,Mavericks,Josh Howard,Devean George
1,27,7,0,4,1,2572,2734,13,2006-07,1610612742,Mavericks,Josh Howard,Devin Harris
0,26,13,0,0,0,2572,956,13,2006-07,1610612742,Mavericks,Josh Howard,Erick Dampier
4,27,3,1,3,0,2734,1506,11,2006-07,1610612742,Mavericks,Devin Harris,Austin Croshere
8,158,11,0,50,6,2734,1717,75,2006-07,1610612742,Mavericks,Devin Harris,Dirk Nowitzki
6,52,7,4,2,2,2734,1761,21,2006-07,1610612742,Mavericks,Devin Harris,Greg Buckner
9,123,8,14,15,4,2734,1891,50,2006-07,1610612742,Mavericks,Devin Harris,Jason Terry
3,28,1,3,4,0,2734,1904,11,2006-07,1610612742,Mavericks,Devin Harris,Devean George
12,105,9,5,13,5,2734,2572,44,2006-07,1610612742,Mavericks,Devin Harris,Josh Howard
0,4,1,0,1,0,2734,788,2,2006-07,1610612742,Mavericks,Devin Harris,Kevin Willis
0,74,35,0,0,2,2734,956,37,2006-07,1610612742,Mavericks,Devin Harris,Erick Dampier
1,3,0,0,0,0,2788,1533,1,2006-07,1610612742,Mavericks,DJ Mbenga,Anthony Johnson
1,5,1,0,0,0,2788,1761,2,2006-07,1610612742,Mavericks,DJ Mbenga,Greg Buckner
0,17,3,1,4,0,711,1506,8,2006-07,1610612742,Mavericks,Jerry Stackhouse,Austin Croshere
0,15,2,1,4,0,711,1533,7,2006-07,1610612742,Mavericks,Jerry Stackhouse,Anthony Johnson
0,20,3,4,1,0,711,1761,8,2006-07,1610612742,Mavericks,Jerry Stackhouse,Greg Buckner
0,16,7,0,0,1,711,2205,8,2006-07,1610612742,Mavericks,Jerry Stackhouse,DeSagana Diop
0,23,1,1,9,0,956,1717,11,2006-07,1610612742,Mavericks,Erick Dampier,Dirk Nowitzki
